x1,x2,x3,m1,m2,m3,y1,y2,y3
-1.75000449913467,-0.440545268123114,-0.096257608812149,-1.3047312843564,-1.82502999743153,-0.275769717653352,-0.43826154891022,-0.52480213216948,1.45465949121855
-1.21060384781916,-0.213819021636943,0.297919253517293,-0.233740746286269,0.289528840882469,-1.22427529114176,-0.913838475972772,-1.01665072141652,-0.909666812826166
-0.618667464961759,0.027829362924257,-0.786341949029163,-1.38587216155719,-0.303322105935034,0.742197840409843,-1.39569908552844,-0.964661943064838,-0.9465039245768
0.052301334566132,0.420601787258178,-0.271165131683926,0.323310518146852,-0.108585236019565,0.101303517569776,0.819556411110595,0.214011446657007,0.441828555566148
1.03627087697068,-0.375899361305429,1.34477067381893,0.138231414193657,0.50469622790639,-0.189827529682667,0.138252895971465,2.06620495903188,-0.145292049724799
0.176611206483329,0.027153133733108,0.643989803036651,1.04521742648713,0.571028343336752,0.684554615678756,1.07140890292242,2.228072997698,1.53228936601233
-0.130317806824255,0.247949993376541,1.20940131776632,-0.009537867699877,-0.440244609928464,1.22496903622409,-0.620455607809183,-0.908426673726095,-0.441704193213349
-0.391381147399008,-0.345827098419807,-0.553159119482009,-0.173730679579923,-1.43490442381681,0.511412910799649,-1.19600209443098,-2.071558702427,-0.924963107025261
0.166732708918307,-0.258221750407081,0.978973366399464,-0.738585424957864,-0.941524898061405,-0.872203902914813,0.671650967337779,0.644249160594713,0.209997425656287
1.86668147208264,0.554139853783973,0.971917736381181,0.664337602604538,-0.303700376964453,1.01302708878117,-0.587596856373262,-0.169703570000277,0.481995039334871
1.00260018986628,1.54070575072494,1.25667954752219,0.292290025141867,0.87488255000327,-0.134492338718094,0.492818145697974,0.452177319901609,0.051735151218729
1.05596921181328,0.92094892872534,1.0875682735336,1.56559733638302,1.3281520552867,1.28059967352895,1.1578654665387,2.01096321622228,0.93966586754972
0.707200846809974,0.975531117647158,0.354417608471596,0.437155461733564,-0.707328578990094,0.450580891896912,1.62100190668396,2.09768365764157,1.66236673104175
0.079437184030251,1.01698195452347,0.626285438391037,0.45162598561059,-0.08860422602859,-0.361078487015109,0.110538134563497,-0.509586670224849,-1.11756473398074
0.070659018037687,0.406372624461724,-1.83490331658102,1.72926860970316,1.26088166995595,2.0212129605346,0.768206524908157,-0.062179981296809,1.25173367879688
1.02093147949013,0.820085014735801,0.721661214287369,0.481178585720178,-0.775906881806793,0.487131825500355,0.005097858722082,0.923666557388956,0.382246300453364
-0.262352604145603,-0.408351298194145,-0.583466532612776,-0.717055862364205,-1.34541622647708,-1.03573245343946,-0.649633985266472,-0.79739844190245,-0.073711458767135
0.505493712734718,0.825774521068136,0.211887326083087,-0.395291526415895,-1.01424992353236,0.704100315877207,-0.115354389372016,-1.81519451105324,-0.233987858255681
-2.1021765824979,-2.74509434781237,-2.03255891673252,-1.07509168929022,-0.192034494249361,-2.06405733704232,-1.06660382467608,-1.99550666493583,-2.89051070020885
-0.091388665844544,0.04389618999056,0.064956124863797,0.380220807675189,0.74739543811527,0.196608300214392,1.37671838951378,0.169830917557124,0.397186587445573
0.50759594589311,-0.560886269482856,-1.9238009304571,-0.92543968176509,-1.24900191744554,-0.383811277712626,-1.27693198227667,-0.608001210720284,-2.02960575901203
1.44393850000874,0.831198694146733,0.179131674276099,0.461444259975394,0.012837128032362,-0.14110019818788,-0.539695235487188,0.464204924796086,-0.611730189525407
-0.086597525452718,0.909881239624945,1.46720512733544,-0.243957544931863,0.871558944808697,0.481538031574124,0.229019153266956,1.1550948745234,0.261966916866518
0.341820169953102,-0.129396569513393,-0.36356920615378,-0.20294707803132,1.44674646455681,0.979039729377468,-0.17682290139404,-0.350091261315965,-1.53005999847228
-0.469416819961695,-0.269442106017941,-0.09458146595385,-1.82318397439465,-1.51918354189607,-1.6369465938526,-2.42300323936055,-1.59102836315165,-1.7016791557061
0.728417093609343,0.661268847944641,0.158515848884991,0.908044031560405,-0.017933524550873,1.2556932468097,-1.2423718812873,-0.529771691792906,0.167742495711929
0.842185631299404,-0.83023729350678,0.272715499006558,-1.97691192398366,-1.58262435395332,-1.29941639702526,-1.53017525611417,-1.70665846360948,-1.31606939667658
0.503484247356881,0.12375941425853,0.914986026157064,0.463433021049943,0.066164877258542,-1.05595370143823,0.182858429511801,0.227320810430227,-0.660552317775351
